objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,redshift,plate,mjd,fiberid,class
1.24E+18,95.28764076,-0.293001894,18.75292,17.2605,16.95431,16.84999,16.75367,211,301,3,363,1.42E+18,0.000199843,1259,52931,120,STAR
1.24E+18,95.32368319,-0.294191695,18.91672,17.35103,17.04344,16.95621,16.84145,211,301,3,363,1.42E+18,0.000213341,1259,52931,115,STAR
1.24E+18,95.34389894,-0.277016526,17.53978,16.00526,15.76902,15.69629,15.60322,211,301,3,363,1.42E+18,0.000231582,1259,52931,119,STAR
1.24E+18,95.35988081,-0.291481708,19.12184,17.29236,16.42483,16.03102,15.78684,211,301,3,363,1.42E+18,7.45E-05,1259,52931,113,STAR
1.24E+18,95.37587529,-0.255958454,18.01376,16.45954,15.73959,15.37193,15.21788,211,301,3,363,1.42E+18,0.000161863,1259,52931,65,STAR
1.24E+18,95.40199402,-0.358541136,17.91168,16.56893,16.39879,16.36907,16.29475,211,301,3,363,1.42E+18,0.000177065,1259,52931,64,STAR
1.24E+18,95.47231928,-0.288075761,19.13885,17.64815,16.96261,16.6282,16.43312,211,301,3,364,1.42E+18,0.00014481,1259,52931,75,STAR
1.24E+18,95.54610508,-0.252667577,17.40851,15.93295,15.69905,15.62339,15.54408,211,301,3,364,1.42E+18,0.000179189,1259,52931,71,STAR
1.24E+18,95.66787042,-0.334130433,19.21211,17.6601,16.86794,16.51047,16.28461,211,301,3,365,1.42E+18,7.11E-05,1259,52931,73,STAR
1.24E+18,95.72795815,-0.342330352,17.1735,15.79832,15.52535,15.44777,15.32454,211,301,3,366,1.42E+18,9.57E-05,1259,52931,72,STAR
1.24E+18,95.73291523,-0.423054761,18.39471,17.09805,16.90869,16.87278,16.81149,211,301,3,366,1.42E+18,0.000299827,1259,52931,68,STAR
1.24E+18,95.83358446,-0.322544848,17.90499,16.61509,16.44909,16.44032,16.40065,211,301,3,366,1.42E+18,0.000191186,1259,52931,22,STAR
1.24E+18,95.96444802,-0.42323158,17.05175,16.02104,15.84375,15.81301,15.77364,211,301,3,367,1.42E+18,0.000217169,1259,52931,29,STAR
1.24E+18,96.05727986,-0.352749025,16.92484,15.42702,15.15008,15.0471,14.92792,211,301,3,368,1.42E+18,0.000205508,1259,52931,34,STAR
1.24E+18,96.08044381,-0.359852359,17.97817,16.29833,15.91258,15.75796,15.60368,211,301,3,368,1.42E+18,0.000170331,1259,52931,33,STAR
1.24E+18,96.09098548,-0.398849094,17.26179,15.80128,15.5427,15.43959,15.36883,211,301,3,368,1.42E+18,0.000242749,1259,52931,21,STAR
1.24E+18,96.10329076,-0.245621805,18.97183,17.45582,17.14331,17.03459,16.90929,211,301,3,368,1.42E+18,0.000240734,1259,52931,37,STAR
1.24E+18,96.10779549,-0.291886373,17.61587,15.90437,15.48914,15.31118,15.14027,211,301,3,368,1.42E+18,0.00014432,1259,52931,36,STAR
1.24E+18,96.11838717,-0.307748417,18.91796,17.23138,16.84194,16.68126,16.5676,211,301,3,368,1.42E+18,8.38E-05,1259,52931,32,STAR
1.24E+18,96.1220361,-0.356729072,18.64505,16.99073,16.62233,16.47174,16.32053,211,301,3,368,1.42E+18,0.000246743,1259,52931,25,STAR
1.24E+18,96.13707832,-0.387237888,16.6915,15.50373,15.23782,15.1792,15.1042,211,301,3,368,1.42E+18,0.00014166,1259,52931,40,STAR
1.24E+18,96.15495111,-0.375031901,18.86373,17.16333,16.73376,16.43089,16.39021,211,301,3,368,1.42E+18,0.0001995,1259,52931,30,STAR
1.24E+18,185.3793616,0.086911559,18.13147,17.3532,16.93616,16.56829,16.44423,752,301,4,279,3.24E+17,0.1072231,288,52000,545,GALAXY
1.24E+18,185.2675684,0.084620838,18.54219,17.49083,17.07087,16.71762,16.57594,752,301,4,279,3.24E+17,0.1070803,288,52000,505,GALAXY
1.24E+18,185.2807974,0.047531708,19.53852,19.139,18.55866,18.17328,17.99881,752,301,4,279,3.24E+17,0.1572411,288,52000,544,QSO
1.24E+18,185.3794557,0.128518845,19.25762,19.24938,18.9753,18.88568,18.91675,752,301,4,279,3.24E+17,1.335835,288,52000,547,QSO
1.24E+18,185.4481335,0.015136137,17.89052,16.98527,16.73305,16.63174,16.61334,752,301,4,280,2.88E+18,7.54E-05,2558,54140,426,STAR
1.24E+18,185.4852185,0.163399564,18.71479,16.97454,16.38521,16.12513,15.90649,752,301,4,280,3.24E+17,0.106216,288,52000,599,GALAXY
1.24E+18,185.5285092,0.082486629,18.95637,17.97179,17.80977,17.76273,17.78803,752,301,4,280,2.88E+18,0.000359946,2558,54140,475,STAR
1.24E+18,185.5577817,0.032905127,18.25347,17.34355,17.12577,17.02307,16.96043,752,301,4,280,2.88E+18,0.000522862,2558,54140,480,STAR
1.24E+18,185.6519768,0.041542657,19.26136,19.1851,18.9592,18.88952,18.86333,752,301,4,281,3.24E+17,1.330196,288,52000,588,QSO
1.24E+18,185.7174995,0.091660892,16.41278,14.86871,14.31287,14.10415,13.98788,752,301,4,282,2.88E+18,-0.000120691,2558,54140,467,STAR
1.24E+18,185.7471422,0.196282529,19.05024,19.09565,19.19766,18.90488,18.8281,752,301,4,282,3.24E+17,1.895719,288,52000,594,QSO
1.24E+18,185.7665342,0.028554011,18.97832,18.10239,17.81904,17.71502,17.695,752,301,4,282,2.88E+18,0.000433085,2558,54140,466,STAR
1.24E+18,185.7703275,0.198644075,18.70031,17.83492,17.57053,17.45308,17.40799,752,301,4,282,2.88E+18,-6.92E-05,2558,54140,476,STAR
1.24E+18,185.8555339,0.133289829,19.59163,17.81984,16.84598,16.44592,16.10031,752,301,4,282,3.24E+17,0.1062806,288,52000,623,GALAXY
1.24E+18,185.9015378,0.145036439,16.0238,15.09469,14.80986,14.6965,14.6701,752,301,4,283,2.88E+18,0.000477176,2558,54140,462,STAR
1.24E+18,185.9800838,0.039155301,15.1353,13.94085,13.94638,14.00164,14.03319,752,301,4,283,2.88E+18,0.000413841,2558,54140,468,STAR
1.24E+18,186.0117034,0.044316373,16.37136,14.76484,14.22739,14.07195,13.9889,752,301,4,284,2.88E+18,-7.29E-05,2558,54140,472,STAR
1.24E+18,186.0339366,0.005707661,18.76134,17.27291,16.74922,16.59132,16.47496,752,301,4,284,2.88E+18,-0.000172935,2558,54140,493,STAR
1.24E+18,186.0765226,0.056070732,17.72557,16.5077,16.11247,15.97783,15.92708,752,301,4,284,2.88E+18,4.18E-05,2558,54140,492,STAR
1.24E+18,186.1011642,0.119306272,17.70918,16.77318,16.49644,16.38192,16.34623,752,301,4,284,2.88E+18,0.000645126,2558,54140,499,STAR
1.24E+18,186.1111769,0.008868983,17.79889,16.90706,16.53008,16.38745,16.30119,752,301,4,284,2.88E+18,0.000777288,2558,54140,497,STAR
1.24E+18,186.0158913,0.154528346,19.42352,18.08814,17.5851,17.41209,17.34603,752,301,4,284,2.88E+18,0.000105949,2558,54140,491,STAR
1.24E+18,186.0264298,0.117306796,19.49485,17.74386,16.93079,16.61019,16.40522,752,301,4,284,2.88E+18,0.000220751,2558,54140,486,STAR
1.24E+18,186.0338356,0.113212743,19.10102,17.89368,17.17626,16.78514,16.47559,752,301,4,284,3.25E+17,0.1560981,289,51990,396,GALAXY
1.24E+18,186.0395803,0.164585909,19.08999,17.87979,17.30001,16.91738,16.72677,752,301,4,284,3.24E+17,0.07909836,288,52000,627,GALAXY
1.24E+18,186.1138317,0.152882187,16.32657,14.79158,14.1052,13.75229,13.46165,752,301,4,284,3.24E+17,0.02549985,288,52000,633,GALAXY
1.24E+18,186.1347569,0.052198991,19.58891,18.64184,18.49889,18.46553,18.45593,752,301,4,284,2.89E+18,-0.000120104,2568,54153,175,STAR
1.24E+18,186.1469047,0.129426424,19.20085,18.08511,17.69779,17.42061,17.29814,752,301,4,284,3.24E+17,0.04204269,288,52000,626,GALAXY
1.24E+18,186.2121934,0.009597379,18.91914,18.02611,17.80632,17.71907,17.72131,752,301,4,285,2.88E+18,0.000557983,2558,54140,496,STAR
1.24E+18,186.2498484,0.130219088,17.6936,16.32069,15.80393,15.6132,15.53206,752,301,4,285,2.88E+18,0.000325267,2558,54140,481,STAR
1.24E+18,186.2572072,0.14850123,18.35066,17.41139,17.18135,17.08709,17.08965,752,301,4,285,2.88E+18,-3.05E-05,2558,54140,488,STAR
1.24E+18,186.2859601,0.0619333,18.0996,17.1742,16.83233,16.70185,16.66806,752,301,4,285,3.26E+17,0.000185148,289,51990,436,STAR
1.24E+18,186.3574026,0.063831679,16.38773,14.9501,14.43486,14.2691,14.19747,752,301,4,286,2.88E+18,-4.30E-05,2558,54140,514,STAR
1.24E+18,186.3602569,0.082352935,18.9836,17.52731,16.99701,16.7796,16.66278,752,301,4,286,2.88E+18,8.97E-05,2558,54140,515,STAR
1.24E+18,186.4232854,0.099919905,16.91041,15.45433,14.85858,14.64869,14.53447,752,301,4,286,2.88E+18,8.83E-05,2558,54140,512,STAR
1.24E+18,186.5682699,0.010097677,18.26847,17.98774,17.77489,17.65078,17.51534,752,301,4,287,3.26E+17,1.974752,289,51990,438,QSO
1.24E+18,186.57943,0.054573323,17.09046,15.47887,14.81628,14.52759,14.37151,752,301,4,287,2.88E+18,3.88E-05,2558,54140,506,STAR
1.24E+18,186.5990118,0.141232724,18.92344,17.86703,17.40125,17.19161,17.12352,752,301,4,287,2.88E+18,0.000351364,2558,54140,542,STAR
1.24E+18,186.6066405,0.20615305,18.54043,17.63641,17.35255,17.25576,17.17422,752,301,4,287,2.88E+18,8.27E-05,2558,54140,556,STAR
1.24E+18,186.4978786,0.065823842,19.03382,18.15575,17.95118,17.86144,17.88585,752,301,4,287,2.89E+18,0.000480309,2568,54153,553,STAR
1.24E+18,186.6787473,0.151634688,18.71259,16.32915,15.08869,14.58182,14.27226,752,301,4,288,2.88E+18,-5.95E-06,2558,54140,552,STAR
1.24E+18,186.7344875,0.068075388,18.81766,17.49303,16.91854,16.68079,16.58296,752,301,4,288,2.88E+18,-0.000470792,2558,54140,559,STAR
1.24E+18,186.7453887,0.103838626,18.57371,17.7188,17.39374,17.28585,17.26827,752,301,4,288,2.88E+18,0.000180701,2558,54140,543,STAR
1.24E+18,186.7485617,0.173245776,17.40626,15.87684,15.26237,15.03957,14.92599,752,301,4,288,2.88E+18,-8.99E-05,2558,54140,551,STAR
1.24E+18,186.7047151,0.185916794,19.53823,17.69941,16.98525,16.67076,16.4375,752,301,4,288,2.88E+18,0.000759523,2558,54140,550,STAR
1.24E+18,186.8003236,0.059674849,18.04444,16.12702,15.44266,15.23283,15.12825,752,301,4,289,2.88E+18,4.77E-05,2558,54140,560,STAR
1.24E+18,186.8132968,0.031704699,18.55765,16.35182,15.45455,15.0802,14.85069,752,301,4,289,2.88E+18,8.09E-05,2558,54140,553,STAR
1.24E+18,186.8826033,0.140064967,16.80133,15.34514,14.81955,14.64411,14.58058,752,301,4,289,2.88E+18,-7.73E-05,2558,54140,584,STAR
1.24E+18,186.9081124,0.145877191,17.43725,15.98773,15.43505,15.24584,15.17689,752,301,4,289,2.88E+18,-6.67E-05,2558,54140,582,STAR
1.24E+18,186.8641983,0.048890673,18.78979,17.4279,16.68736,16.28967,15.9906,752,301,4,289,3.26E+17,0.1129216,289,51990,498,GALAXY
1.24E+18,96.17504631,-0.306309442,17.47453,16.13054,15.89781,15.83044,15.75225,211,301,3,369,1.42E+18,0.000192041,1259,52931,35,STAR
1.24E+18,96.18163387,-0.24705673,18.1332,16.54173,15.99161,15.73078,15.58295,211,301,3,369,1.42E+18,0.000133463,1259,52931,3,STAR
1.24E+18,96.19519307,-0.273632455,18.11198,16.63242,16.35534,16.26576,16.15905,211,301,3,369,1.42E+18,0.000134734,1259,52931,6,STAR
1.24E+18,94.12827886,0.049159081,16.73532,15.35102,15.24185,15.23935,15.21612,211,301,4,355,1.42E+18,0.000222798,1259,52931,272,STAR
1.24E+18,94.12205772,0.165679022,18.96048,17.45612,17.08734,16.93434,16.98876,211,301,4,355,1.42E+18,0.000136708,1259,52931,204,STAR
1.24E+18,94.13814749,0.068373385,19.07273,17.69267,17.09896,16.84941,16.70489,211,301,4,355,1.42E+18,0.000225785,1259,52931,203,STAR
1.24E+18,94.16035589,0.158320615,19.43385,17.88101,17.16188,16.86555,16.83846,211,301,4,355,1.42E+18,0.000229277,1259,52931,211,STAR
1.24E+18,94.24073752,0.051017062,16.63885,15.34714,15.28491,15.308,15.31537,211,301,4,356,1.42E+18,5.00E-05,1259,52931,280,STAR
1.24E+18,94.26752288,0.05851492,18.22665,16.83175,16.25636,15.98967,15.81954,211,301,4,356,1.42E+18,6.37E-05,1259,52931,208,STAR
1.24E+18,94.32882106,0.138282606,18.84479,17.44892,16.91695,16.67259,16.51091,211,301,4,356,1.42E+18,-1.08E-06,1259,52931,178,STAR
1.24E+18,94.35336264,0.117611922,16.46555,15.1389,15.01568,15.01238,14.99047,211,301,4,356,1.42E+18,0.00018315,1259,52931,162,STAR
1.24E+18,94.35654528,-0.002788953,18.59746,17.12495,16.76603,16.63386,16.50929,211,301,4,356,1.42E+18,0.00013492,1259,52931,271,STAR
1.24E+18,94.47090234,0.023671535,18.13592,16.78559,16.25795,16.05023,15.90989,211,301,4,357,1.42E+18,0.00021445,1259,52931,165,STAR
1.24E+18,94.54919841,0.030874822,18.12119,16.87324,16.73975,16.72994,16.68594,211,301,4,358,1.42E+18,0.000245764,1259,52931,177,STAR
1.24E+18,94.56908088,0.144315938,17.63858,16.29002,16.13511,16.1205,16.09533,211,301,4,358,1.42E+18,0.000185498,1259,52931,161,STAR
1.24E+18,94.63769715,0.07871643,17.34045,15.74056,15.44518,15.32551,15.21328,211,301,4,358,1.42E+18,0.000154237,1259,52931,170,STAR
1.24E+18,94.73171624,0.008397554,17.20487,15.78627,15.59535,15.56401,15.5107,211,301,4,359,1.42E+18,0.000146574,1259,52931,142,STAR
1.24E+18,94.79943821,-0.004775447,18.92288,17.31602,16.51994,16.18915,15.93527,211,301,4,359,1.42E+18,0.000150146,1259,52931,149,STAR
1.24E+18,94.8776627,0.119276574,19.18824,17.67874,16.96983,16.64219,16.45096,211,301,4,360,1.42E+18,8.69E-05,1259,52931,147,STAR
1.24E+18,94.95739304,0.094442093,18.82165,17.24112,16.92309,16.79955,16.68982,211,301,4,360,1.42E+18,0.000249237,1259,52931,143,STAR
1.24E+18,94.96490481,0.171146874,18.34369,16.75711,16.39406,16.23868,16.09265,211,301,4,360,1.42E+18,0.00016468,1259,52931,144,STAR
1.24E+18,95.0304145,0.011705362,17.26985,15.71927,15.0098,14.73275,14.5631,211,301,4,361,1.42E+18,0.000112481,1259,52931,124,STAR
1.24E+18,95.19198918,0.098455106,18.93206,17.32912,16.94967,16.79576,16.64974,211,301,4,362,1.42E+18,0.000252314,1259,52931,125,STAR
1.24E+18,95.22176803,0.132189571,17.44629,15.7842,15.41525,15.279,15.15246,211,301,4,362,1.42E+18,0.000190505,1259,52931,127,STAR
1.24E+18,95.23261128,0.149254661,18.46097,16.96621,16.62563,16.4912,16.35231,211,301,4,362,1.42E+18,0.000241192,1259,52931,129,STAR
1.24E+18,95.45980927,0.155009358,19.57059,16.94107,15.50838,14.73124,14.4293,211,301,4,364,1.42E+18,0.000208236,1259,52931,82,STAR
1.24E+18,95.45034869,0.137904292,17.66319,16.67854,16.32029,16.16791,16.07974,211,301,4,364,1.42E+18,3.99E-05,1259,52931,126,STAR
1.24E+18,95.53978577,0.02010803,17.75165,16.25298,16.01847,15.92379,15.80896,211,301,4,364,1.42E+18,0.000183008,1259,52931,87,STAR
1.24E+18,95.54867024,0.173441274,18.63891,17.23935,16.98758,16.88545,16.78316,211,301,4,364,1.42E+18,0.000155123,1259,52931,99,STAR
1.24E+18,95.55416064,0.059035743,18.20391,16.74014,16.46841,16.36043,16.23614,211,301,4,364,1.42E+18,0.000174642,1259,52931,90,STAR
1.24E+18,95.57538065,0.070853972,18.56273,17.02113,16.75506,16.64318,16.54537,211,301,4,365,1.42E+18,0.000284449,1259,52931,92,STAR
1.24E+18,95.5789756,0.146757424,18.23286,16.77392,16.5343,16.43328,16.30606,211,301,4,365,1.42E+18,0.00023012,1259,52931,88,STAR
1.24E+18,95.57960941,0.167732826,18.38507,16.90652,16.67416,16.56348,16.45925,211,301,4,365,1.42E+18,0.000122264,1259,52931,83,STAR
1.24E+18,95.59174469,0.056058489,17.22582,16.06155,15.90054,15.86416,15.80937,211,301,4,365,1.42E+18,0.000213741,1259,52931,94,STAR
1.24E+18,95.60003099,0.010369343,18.80851,17.12577,16.74938,16.56314,16.43053,211,301,4,365,1.42E+18,0.000300204,1259,52931,85,STAR
1.24E+18,95.64461932,0.08542326,18.50121,16.97919,16.69633,16.62845,16.50754,211,301,4,365,1.42E+18,0.000240681,1259,52931,86,STAR
1.24E+18,95.67677885,0.120971717,19.47042,17.64256,16.73699,16.28997,16.04772,211,301,4,365,1.42E+18,0.000130822,1259,52931,52,STAR
1.24E+18,95.62343976,0.171713001,17.30775,15.98557,15.7768,15.69168,15.6004,211,301,4,365,1.42E+18,0.00016973,1259,52931,96,STAR
1.24E+18,95.64974017,0.125555739,19.15036,17.56236,17.24404,17.10119,17.0075,211,301,4,365,1.42E+18,0.000180671,1259,52931,81,STAR
1.24E+18,95.69642606,0.107764566,17.16962,15.74596,15.54781,15.45646,15.44396,211,301,4,365,1.42E+18,0.000163658,1259,52931,60,STAR
1.24E+18,95.69096743,0.045183028,18.4455,17.05177,16.81183,16.72609,16.62038,211,301,4,365,1.42E+18,0.000228497,1259,52931,84,STAR
1.24E+18,95.69828027,0.156606156,19.1222,17.53924,17.23218,17.08583,16.98271,211,301,4,365,1.42E+18,0.000298357,1259,52931,44,STAR
1.24E+18,95.71373072,0.075141636,18.97726,17.42735,17.12495,16.98173,16.89466,211,301,4,365,1.42E+18,0.000215017,1259,52931,48,STAR
1.24E+18,95.75094757,0.103903401,16.92759,15.58186,15.30209,15.22379,15.14716,211,301,4,366,1.42E+18,0.000186513,1259,52931,53,STAR
1.24E+18,95.80614514,0.027340597,16.75272,15.51711,15.29703,15.23165,15.17176,211,301,4,366,1.42E+18,0.000161411,1259,52931,45,STAR
1.24E+18,95.80864827,0.098706949,17.18238,15.71011,15.48307,15.41797,15.31925,211,301,4,366,1.42E+18,0.000222994,1259,52931,56,STAR
1.24E+18,95.81343978,0.126036539,16.78185,15.34041,15.12956,15.07102,15.0062,211,301,4,366,1.42E+18,0.000380173,1259,52931,43,STAR
1.24E+18,95.83073508,0.060910847,17.45745,15.96007,15.69033,15.57843,15.53888,211,301,4,366,1.42E+18,0.000122765,1259,52931,47,STAR
1.24E+18,95.85382063,0.015708661,17.73074,16.01662,15.34449,14.95346,14.89409,211,301,4,366,1.42E+18,0.000282706,1259,52931,42,STAR
1.24E+18,95.90375309,0.160631622,17.72739,16.17566,15.89201,15.79013,15.65901,211,301,4,367,1.42E+18,0.000185099,1259,52931,54,STAR
1.24E+18,95.9100341,0.107922773,18.94807,17.38408,17.09538,16.99459,16.90724,211,301,4,367,1.42E+18,0.000231818,1259,52931,46,STAR
1.24E+18,95.92235993,0.014622276,17.62615,15.97411,15.53467,15.36438,15.26753,211,301,4,367,1.42E+18,0.000220499,1259,52931,59,STAR
1.24E+18,95.92758397,0.088361809,18.12565,16.52431,16.07228,15.90373,15.86214,211,301,4,367,1.42E+18,0.000307043,1259,52931,9,STAR
1.24E+18,95.9639749,0.001758354,17.98304,16.55671,16.31319,16.23309,16.14896,211,301,4,367,1.42E+18,0.000199419,1259,52931,5,STAR
1.24E+18,96.02660543,0.151579829,18.27947,16.74416,16.43457,16.31376,16.23225,211,301,4,368,1.42E+18,8.15E-05,1259,52931,19,STAR
1.24E+18,96.04759172,0.163700504,17.84342,16.29073,16.01213,15.91367,15.81684,211,301,4,368,1.42E+18,0.000118023,1259,52931,16,STAR
1.24E+18,96.06496046,0.150377034,18.39165,16.82291,16.53263,16.41254,16.31835,211,301,4,368,1.42E+18,0.000163779,1259,52931,15,STAR
1.24E+18,96.0721633,0.074297457,18.62698,17.06061,16.76684,16.66219,16.55945,211,301,4,368,1.42E+18,0.000234308,1259,52931,7,STAR
1.24E+18,96.10770437,0.065461364,18.69965,17.15534,16.86321,16.75958,16.68144,211,301,4,368,1.42E+18,0.000166317,1259,52931,10,STAR
1.24E+18,96.11457627,0.111858907,17.23121,15.63144,15.25236,15.10505,14.9988,211,301,4,368,1.42E+18,0.000123405,1259,52931,13,STAR
1.24E+18,96.12617156,0.059732816,18.8985,17.37261,17.09324,16.98644,16.8886,211,301,4,368,1.42E+18,0.000243689,1259,52931,11,STAR
1.24E+18,96.15270307,0.062286945,17.05829,15.59723,15.35431,15.27728,15.19143,211,301,4,368,1.42E+18,0.00016271,1259,52931,12,STAR
1.24E+18,96.18610333,0.003315091,17.90403,16.45145,16.0192,15.93406,15.9343,211,301,4,369,1.42E+18,0.000237142,1259,52931,4,STAR
1.24E+18,96.29367368,0.097114391,17.66338,16.20645,15.93284,15.83815,15.74803,211,301,4,369,1.42E+18,0.000174627,1259,52931,14,STAR
1.24E+18,94.15118453,0.556955115,18.55815,17.13832,16.46642,16.1782,16.00801,211,301,5,355,1.42E+18,0.000118781,1259,52931,210,STAR
1.24E+18,94.16282682,0.595549416,18.19262,17.05079,16.9535,16.97508,16.99701,211,301,5,355,1.42E+18,0.000155068,1259,52931,218,STAR
1.24E+18,94.19350543,0.545910673,17.16965,15.7302,15.58151,15.56168,15.50965,211,301,5,355,1.42E+18,0.000234725,1259,52931,219,STAR
1.24E+18,94.21593493,0.434180601,16.48391,15.08721,14.97626,14.98688,14.97489,211,301,5,355,1.42E+18,0.000234384,1259,52931,201,STAR
1.24E+18,94.24350081,0.447088132,17.21898,16.08286,16.01093,16.03192,16.02211,211,301,5,356,1.42E+18,0.000213095,1259,52931,217,STAR
1.24E+18,94.31229267,0.487439591,16.75434,15.33976,15.09668,15.02321,14.91764,211,301,5,356,1.42E+18,0.000242668,1259,52931,215,STAR
1.24E+18,94.39819711,0.528090171,17.6998,16.30684,16.17695,16.16349,16.13144,211,301,5,357,1.42E+18,0.000155388,1259,52931,176,STAR
1.24E+18,94.43068704,0.526164708,17.69855,16.16307,15.91368,15.85118,15.78498,211,301,5,357,1.42E+18,0.000187253,1259,52931,179,STAR
1.24E+18,94.47134638,0.486650679,18.36908,16.86589,16.63318,16.57109,16.51841,211,301,5,357,1.42E+18,0.000169343,1259,52931,175,STAR
1.24E+18,94.4839211,0.592524472,17.70008,16.14758,15.92199,15.86182,15.79181,211,301,5,357,1.42E+18,0.000189939,1259,52931,167,STAR
1.24E+18,94.5030469,0.475851472,18.96574,17.49392,16.80027,16.5846,16.32055,211,301,5,357,1.42E+18,2.16E-05,1259,52931,166,STAR
1.24E+18,94.51335469,0.566978918,18.8781,17.18946,16.36462,16.03709,15.80739,211,301,5,357,1.42E+18,0.000102055,1259,52931,171,STAR
1.24E+18,94.59731098,0.5008192,18.80745,17.31809,17.08153,17.01195,16.92199,211,301,5,358,1.42E+18,0.000251916,1259,52931,173,STAR
1.24E+18,94.66229345,0.559812995,17.9974,16.56571,16.34072,16.27827,16.17252,211,301,5,358,1.42E+18,0.000176504,1259,52931,158,STAR
1.24E+18,94.53828779,0.581610869,19.4468,17.49869,16.64163,16.32379,16.10441,211,301,5,358,1.42E+18,0.00015113,1259,52931,172,STAR
1.24E+18,94.75659566,0.545980639,18.39291,16.89005,16.64779,16.57342,16.45864,211,301,5,359,1.42E+18,0.000184656,1259,52931,159,STAR
1.24E+18,94.75952303,0.489206289,17.41394,15.82041,15.54785,15.44004,15.32297,211,301,5,359,1.42E+18,0.000154103,1259,52931,150,STAR
1.24E+18,94.78157627,0.469236414,17.92325,16.08336,15.24429,14.97743,14.68391,211,301,5,359,1.42E+18,0.000165467,1259,52931,157,STAR
1.24E+18,94.80144598,0.480031064,18.00599,16.59239,15.96268,15.68571,15.48704,211,301,5,359,1.42E+18,0.000248549,1259,52931,148,STAR
1.24E+18,94.68555372,0.597225491,19.17918,17.62022,16.81505,16.45292,16.17883,211,301,5,359,1.42E+18,0.000198203,1259,52931,145,STAR
1.24E+18,94.82660781,0.511579298,17.24014,15.74588,15.49622,15.42726,15.36728,211,301,5,360,1.42E+18,0.000153377,1259,52931,160,STAR
1.24E+18,94.88321239,0.528810616,19.06549,17.41749,17.04866,16.9136,16.79453,211,301,5,360,1.42E+18,0.000161408,1259,52931,153,STAR
1.24E+18,94.9372491,0.426849838,16.83226,15.54497,15.32333,15.29553,15.22289,211,301,5,360,1.42E+18,6.81E-05,1259,52931,154,STAR
1.24E+18,94.95027439,0.490993466,18.60203,17.0015,16.70114,16.58815,16.47389,211,301,5,360,1.42E+18,0.000191419,1259,52931,121,STAR
1.24E+18,94.98627545,0.462755208,19.01501,17.34647,17.01908,16.88875,16.76277,211,301,5,361,1.42E+18,0.000158814,1259,52931,122,STAR
